year,cable_id,ocean_route,operator_type,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,route_redundancy,is_low_redundancy,vulnerability_index,fault_this_year,fault_next_year,prev_fault,fault_3y,never_faulted,yrs_since_fault,cum_fault_rate,history_available
2016,CAB0019,Trans-Atlantic,carrier,15.0,2.0,7156.0,5.0,,24.6,24.6,54.7,1.0,37.0,1.0,43.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0019,Trans-Atlantic,carrier,16.0,2.0,7156.0,5.0,,24.6,24.6,69.0,1.0,37.0,1.0,45.2,0.0,1.0,0.0,0.0,1,99,0.0,0
2018,CAB0019,Trans-Atlantic,carrier,17.0,2.0,7156.0,5.0,,24.6,24.6,85.6,1.0,40.0,0.0,27.0,1.0,0.0,0.0,1.0,0,0,0.25,1
2019,CAB0019,Trans-Atlantic,carrier,18.0,2.0,7156.0,5.0,,24.6,24.6,67.8,1.0,45.0,0.0,28.6,0.0,1.0,1.0,1.0,0,1,0.2,1
2020,CAB0019,Trans-Atlantic,carrier,19.0,2.0,7156.0,5.0,,24.6,24.6,97.7,1.0,48.0,0.0,30.2,1.0,0.0,0.0,2.0,0,0,0.3333333333333333,1
2021,CAB0019,Trans-Atlantic,carrier,20.0,2.0,7156.0,5.0,,24.6,24.6,100.0,1.0,50.0,0.0,31.7,0.0,0.0,1.0,1.0,0,1,0.2857142857142857,1
2022,CAB0019,Trans-Atlantic,carrier,21.0,2.0,7156.0,5.0,,24.6,24.6,80.2,1.0,51.0,0.0,33.3,0.0,0.0,0.0,1.0,0,2,0.25,1
2023,CAB0019,Trans-Atlantic,carrier,22.0,2.0,7156.0,5.0,,24.6,24.6,93.0,1.0,54.0,0.0,34.9,0.0,0.0,0.0,0.0,0,3,0.2222222222222222,1
2024,CAB0019,Trans-Atlantic,carrier,23.0,2.0,7156.0,5.0,,24.6,24.6,96.2,1.0,58.0,0.0,36.5,0.0,0.0,0.0,0.0,0,4,0.2,1
2025,CAB0019,Trans-Atlantic,carrier,24.0,2.0,7156.0,5.0,,24.6,24.6,98.3,1.0,62.0,0.0,38.1,0.0,0.0,0.0,0.0,0,5,0.18181818181818182,1
2015,CAB0020,Intra-Europe,consortium,8.0,22.0,1133.0,4.0,,458.9,365.2,49.3,0.0,41.0,0.0,28.6,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0020,Intra-Europe,consortium,9.0,22.0,1133.0,4.0,,458.9,369.9,41.5,0.0,42.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0020,Intra-Europe,consortium,10.0,22.0,1133.0,4.0,,458.9,393.6,57.3,0.0,44.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0020,Intra-Europe,consortium,11.0,22.0,1133.0,4.0,,458.9,406.1,77.6,0.0,45.0,0.0,33.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0020,Intra-Europe,consortium,12.0,22.0,1133.0,4.0,,458.9,458.9,87.1,0.0,47.0,0.0,34.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0020,Intra-Europe,consortium,13.0,22.0,1133.0,4.0,,458.9,458.9,71.3,0.0,49.0,0.0,36.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0020,Intra-Europe,consortium,14.0,22.0,1133.0,4.0,,458.9,458.9,41.6,0.0,49.0,0.0,38.1,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0020,Intra-Europe,consortium,15.0,22.0,1133.0,4.0,,458.9,458.9,100.0,0.0,52.0,0.0,39.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0020,Intra-Europe,consortium,16.0,22.0,1133.0,4.0,,458.9,458.9,64.4,0.0,53.0,0.0,41.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0020,Intra-Europe,consortium,17.0,22.0,1133.0,4.0,,458.9,458.9,87.9,0.0,53.0,0.0,42.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0020,Intra-Europe,consortium,18.0,22.0,1133.0,4.0,,458.9,458.9,70.4,0.0,58.0,0.0,44.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0021,Intra-Pacific-Islands,hyperscaler,5.0,16.0,2702.0,5.0,,402.3,243.2,68.7,0.0,28.0,1.0,43.7,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0021,Intra-Pacific-Islands,hyperscaler,6.0,16.0,2702.0,5.0,,402.3,240.9,56.4,0.0,29.0,1.0,45.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0021,Intra-Pacific-Islands,hyperscaler,7.0,16.0,2702.0,5.0,,402.3,245.7,69.6,0.0,29.0,1.0,46.8,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0021,Intra-Pacific-Islands,hyperscaler,8.0,16.0,2702.0,5.0,,402.3,273.3,68.8,0.0,30.0,1.0,48.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0021,Intra-Pacific-Islands,hyperscaler,9.0,16.0,2702.0,5.0,,402.3,291.4,60.9,0.0,35.0,1.0,50.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0021,Intra-Pacific-Islands,hyperscaler,10.0,16.0,2702.0,5.0,,402.3,326.3,74.1,0.0,40.0,0.0,31.7,0.0,1.0,0.0,0.0,1,99,0.0,1
2021,CAB0021,Intra-Pacific-Islands,hyperscaler,11.0,16.0,2702.0,5.0,,402.3,373.7,41.8,0.0,41.0,0.0,33.3,1.0,0.0,0.0,1.0,0,0,0.14285714285714285,1
2022,CAB0021,Intra-Pacific-Islands,hyperscaler,12.0,16.0,2702.0,5.0,,402.3,373.1,71.9,0.0,43.0,0.0,34.9,0.0,0.0,1.0,1.0,0,1,0.125,1
2023,CAB0021,Intra-Pacific-Islands,hyperscaler,13.0,16.0,2702.0,5.0,,402.3,402.3,49.4,0.0,45.0,0.0,36.5,0.0,0.0,0.0,1.0,0,2,0.1111111111111111,1
2024,CAB0021,Intra-Pacific-Islands,hyperscaler,14.0,16.0,2702.0,5.0,,402.3,402.3,52.8,0.0,48.0,0.0,38.1,0.0,1.0,0.0,0.0,0,3,0.1,1
2025,CAB0021,Intra-Pacific-Islands,hyperscaler,15.0,16.0,2702.0,5.0,,402.3,402.3,92.9,0.0,50.0,0.0,39.7,1.0,0.0,0.0,1.0,0,0,0.18181818181818182,1
2015,CAB0022,Intra-Europe,consortium,2.0,6.0,1546.0,6.0,,176.6,76.5,49.6,0.0,41.0,0.0,19.0,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0022,Intra-Europe,consortium,3.0,6.0,1546.0,6.0,,176.6,85.1,30.0,0.0,42.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0022,Intra-Europe,consortium,4.0,6.0,1546.0,6.0,,176.6,84.1,20.5,0.0,44.0,0.0,22.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0022,Intra-Europe,consortium,5.0,6.0,1546.0,6.0,,176.6,84.2,30.8,0.0,45.0,0.0,23.8,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0022,Intra-Europe,consortium,6.0,6.0,1546.0,6.0,,176.6,119.7,45.0,0.0,47.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0022,Intra-Europe,consortium,7.0,6.0,1546.0,6.0,,176.6,114.0,40.4,0.0,49.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0022,Intra-Europe,consortium,8.0,6.0,1546.0,6.0,,176.6,122.2,46.0,0.0,49.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0022,Intra-Europe,consortium,9.0,6.0,1546.0,6.0,,176.6,150.8,39.2,0.0,52.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0022,Intra-Europe,consortium,10.0,6.0,1546.0,6.0,,176.6,148.8,58.0,0.0,53.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0022,Intra-Europe,consortium,11.0,6.0,1546.0,6.0,,176.6,154.7,30.2,0.0,53.0,0.0,33.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0022,Intra-Europe,consortium,12.0,6.0,1546.0,6.0,,176.6,170.9,70.1,0.0,58.0,0.0,34.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0023,Intra-Asia,government,8.0,22.0,4065.0,6.0,Malacca,458.9,356.3,69.5,1.0,53.0,0.0,40.5,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0023,Intra-Asia,government,9.0,22.0,4065.0,6.0,Malacca,458.9,372.7,80.7,1.0,59.0,0.0,42.1,0.0,1.0,0.0,0.0,1,99,0.0,0
2017,CAB0023,Intra-Asia,government,10.0,22.0,4065.0,6.0,Malacca,458.9,369.8,36.6,1.0,60.0,0.0,43.7,1.0,0.0,0.0,1.0,0,0,0.3333333333333333,0
2018,CAB0023,Intra-Asia,government,11.0,22.0,4065.0,6.0,Malacca,458.9,426.4,93.9,1.0,62.0,0.0,45.2,0.0,0.0,1.0,1.0,0,1,0.25,1
2019,CAB0023,Intra-Asia,government,12.0,22.0,4065.0,6.0,Malacca,458.9,457.9,68.4,1.0,64.0,0.0,46.8,0.0,0.0,0.0,1.0,0,2,0.2,1
2020,CAB0023,Intra-Asia,government,13.0,22.0,4065.0,6.0,Malacca,458.9,458.9,61.0,1.0,66.0,0.0,48.4,0.0,1.0,0.0,0.0,0,3,0.16666666666666666,1
2021,CAB0023,Intra-Asia,government,14.0,22.0,4065.0,6.0,Malacca,458.9,458.9,77.0,1.0,69.0,0.0,50.0,1.0,0.0,0.0,1.0,0,0,0.2857142857142857,1
2022,CAB0023,Intra-Asia,government,15.0,22.0,4065.0,6.0,Malacca,458.9,458.9,78.0,1.0,70.0,0.0,51.6,0.0,0.0,1.0,1.0,0,1,0.25,1
2023,CAB0023,Intra-Asia,government,16.0,22.0,4065.0,6.0,Malacca,458.9,458.9,44.3,1.0,70.0,0.0,53.2,0.0,0.0,0.0,1.0,0,2,0.2222222222222222,1
2024,CAB0023,Intra-Asia,government,17.0,22.0,4065.0,6.0,Malacca,458.9,458.9,69.6,1.0,75.0,0.0,54.8,0.0,0.0,0.0,0.0,0,3,0.2,1
2025,CAB0023,Intra-Asia,government,18.0,22.0,4065.0,6.0,Malacca,458.9,458.9,81.9,1.0,77.0,0.0,56.3,0.0,0.0,0.0,0.0,0,4,0.18181818181818182,1
2015,CAB0024,Intra-Pacific-Islands,consortium,15.0,4.0,1599.0,5.0,,43.4,43.4,42.0,1.0,28.0,1.0,43.7,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0024,Intra-Pacific-Islands,consortium,16.0,4.0,1599.0,5.0,,43.4,43.4,77.3,1.0,29.0,1.0,45.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0024,Intra-Pacific-Islands,consortium,17.0,4.0,1599.0,5.0,,43.4,43.4,100.0,1.0,29.0,1.0,46.8,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0024,Intra-Pacific-Islands,consortium,18.0,4.0,1599.0,5.0,,43.4,43.4,79.6,1.0,30.0,1.0,48.4,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0024,Intra-Pacific-Islands,consortium,19.0,4.0,1599.0,5.0,,43.4,43.4,94.7,1.0,35.0,1.0,50.0,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0024,Intra-Pacific-Islands,consortium,20.0,4.0,1599.0,5.0,,43.4,43.4,100.0,1.0,40.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0024,Intra-Pacific-Islands,consortium,21.0,4.0,1599.0,5.0,,43.4,43.4,100.0,1.0,41.0,0.0,33.3,0.0,1.0,0.0,0.0,1,99,0.0,1
2022,CAB0024,Intra-Pacific-Islands,consortium,22.0,4.0,1599.0,5.0,,43.4,43.4,62.3,1.0,43.0,0.0,34.9,1.0,0.0,0.0,1.0,0,0,0.125,1
2023,CAB0024,Intra-Pacific-Islands,consortium,23.0,4.0,1599.0,5.0,,43.4,43.4,100.0,1.0,45.0,0.0,36.5,0.0,0.0,1.0,1.0,0,1,0.1111111111111111,1
2024,CAB0024,Intra-Pacific-Islands,consortium,24.0,4.0,1599.0,5.0,,43.4,43.4,78.0,1.0,48.0,0.0,38.1,0.0,1.0,0.0,1.0,0,2,0.1,1
2025,CAB0024,Intra-Pacific-Islands,consortium,25.0,4.0,1599.0,5.0,,43.4,43.4,75.5,1.0,50.0,0.0,39.7,1.0,0.0,0.0,1.0,0,0,0.18181818181818182,1
2015,CAB0025,Trans-Atlantic,consortium,15.0,8.0,5172.0,4.0,,86.9,86.9,65.8,0.0,33.0,1.0,59.5,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0025,Trans-Atlantic,consortium,16.0,8.0,5172.0,4.0,,86.9,86.9,77.5,0.0,37.0,1.0,61.1,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0025,Trans-Atlantic,consortium,17.0,8.0,5172.0,4.0,,86.9,86.9,60.1,0.0,37.0,1.0,62.7,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0025,Trans-Atlantic,consortium,18.0,8.0,5172.0,4.0,,86.9,86.9,78.2,0.0,40.0,0.0,44.4,0.0,1.0,0.0,0.0,1,99,0.0,1
2019,CAB0025,Trans-Atlantic,consortium,19.0,8.0,5172.0,4.0,,86.9,86.9,100.0,0.0,45.0,0.0,46.0,1.0,0.0,0.0,1.0,0,0,0.2,1
2020,CAB0025,Trans-Atlantic,consortium,20.0,8.0,5172.0,4.0,,86.9,86.9,74.3,0.0,48.0,0.0,47.6,0.0,0.0,1.0,1.0,0,1,0.16666666666666666,1
2021,CAB0025,Trans-Atlantic,consortium,21.0,8.0,5172.0,4.0,,86.9,86.9,67.1,0.0,50.0,0.0,49.2,0.0,0.0,0.0,1.0,0,2,0.14285714285714285,1
2022,CAB0025,Trans-Atlantic,consortium,22.0,8.0,5172.0,4.0,,86.9,86.9,88.7,0.0,51.0,0.0,50.8,0.0,1.0,0.0,0.0,0,3,0.125,1
2023,CAB0025,Trans-Atlantic,consortium,23.0,8.0,5172.0,4.0,,86.9,86.9,100.0,0.0,54.0,0.0,52.4,1.0,0.0,0.0,1.0,0,0,0.2222222222222222,1
2024,CAB0025,Trans-Atlantic,consortium,24.0,8.0,5172.0,4.0,,86.9,86.9,64.8,0.0,58.0,0.0,54.0,0.0,0.0,1.0,1.0,0,1,0.2,1
2022,CAB0026,Intra-Europe,hyperscaler,0.0,5.0,1306.0,4.0,,211.4,72.3,29.5,0.0,52.0,0.0,15.9,0.0,0.0,,0.0,1,99,0.0,0
2023,CAB0026,Intra-Europe,hyperscaler,1.0,5.0,1306.0,4.0,,211.4,65.5,73.0,0.0,53.0,0.0,17.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2024,CAB0026,Intra-Europe,hyperscaler,2.0,5.0,1306.0,4.0,,211.4,62.4,59.1,0.0,53.0,0.0,19.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2025,CAB0026,Intra-Europe,hyperscaler,3.0,5.0,1306.0,4.0,,211.4,84.7,57.5,0.0,58.0,0.0,20.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0027,Intra-Pacific-Islands,hyperscaler,0.0,4.0,917.0,8.0,,129.1,43.6,26.0,1.0,28.0,1.0,19.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0027,Intra-Pacific-Islands,hyperscaler,1.0,4.0,917.0,8.0,,129.1,42.5,55.4,1.0,29.0,1.0,21.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0027,Intra-Pacific-Islands,hyperscaler,2.0,4.0,917.0,8.0,,129.1,37.4,44.2,1.0,29.0,1.0,23.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0027,Intra-Pacific-Islands,hyperscaler,3.0,4.0,917.0,8.0,,129.1,57.4,11.4,1.0,30.0,1.0,24.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0027,Intra-Pacific-Islands,hyperscaler,4.0,4.0,917.0,8.0,,129.1,67.5,41.7,1.0,35.0,1.0,26.2,0.0,0.0,0.0,0.0,1,99,0.0,1
2020,CAB0027,Intra-Pacific-Islands,hyperscaler,5.0,4.0,917.0,8.0,,129.1,70.1,61.4,1.0,40.0,0.0,7.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2021,CAB0027,Intra-Pacific-Islands,hyperscaler,6.0,4.0,917.0,8.0,,129.1,84.0,98.0,1.0,41.0,0.0,9.5,0.0,0.0,0.0,0.0,1,99,0.0,1
2022,CAB0027,Intra-Pacific-Islands,hyperscaler,7.0,4.0,917.0,8.0,,129.1,88.9,65.9,1.0,43.0,0.0,11.1,0.0,0.0,0.0,0.0,1,99,0.0,1
2023,CAB0027,Intra-Pacific-Islands,hyperscaler,8.0,4.0,917.0,8.0,,129.1,94.0,22.5,1.0,45.0,0.0,12.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2024,CAB0027,Intra-Pacific-Islands,hyperscaler,9.0,4.0,917.0,8.0,,129.1,96.6,67.4,1.0,48.0,0.0,14.3,0.0,0.0,0.0,0.0,1,99,0.0,1
2025,CAB0027,Intra-Pacific-Islands,hyperscaler,10.0,4.0,917.0,8.0,,129.1,109.4,74.1,1.0,50.0,0.0,15.9,0.0,0.0,0.0,0.0,1,99,0.0,1
2015,CAB0028,Intra-Asia,carrier,1.0,9.0,3158.0,5.0,,277.7,85.0,44.3,1.0,53.0,0.0,1.6,0.0,1.0,,0.0,1,99,0.0,0
2016,CAB0028,Intra-Asia,carrier,2.0,9.0,3158.0,5.0,,277.7,90.8,18.5,1.0,59.0,0.0,3.2,1.0,0.0,0.0,1.0,0,0,0.5,0
2017,CAB0028,Intra-Asia,carrier,3.0,9.0,3158.0,5.0,,277.7,133.0,34.3,1.0,60.0,0.0,4.8,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2018,CAB0028,Intra-Asia,carrier,4.0,9.0,3158.0,5.0,,277.7,151.0,62.0,1.0,62.0,0.0,6.3,0.0,0.0,0.0,1.0,0,2,0.25,1
2019,CAB0028,Intra-Asia,carrier,5.0,9.0,3158.0,5.0,,277.7,181.6,57.2,1.0,64.0,0.0,7.9,0.0,0.0,0.0,0.0,0,3,0.2,1
2020,CAB0028,Intra-Asia,carrier,6.0,9.0,3158.0,5.0,,277.7,167.8,53.9,1.0,66.0,0.0,9.5,0.0,0.0,0.0,0.0,0,4,0.16666666666666666,1
2021,CAB0028,Intra-Asia,carrier,7.0,9.0,3158.0,5.0,,277.7,192.0,22.9,1.0,69.0,0.0,11.1,0.0,0.0,0.0,0.0,0,5,0.14285714285714285,1
2022,CAB0028,Intra-Asia,carrier,8.0,9.0,3158.0,5.0,,277.7,208.8,82.0,1.0,70.0,0.0,12.7,0.0,0.0,0.0,0.0,0,6,0.125,1
2023,CAB0028,Intra-Asia,carrier,9.0,9.0,3158.0,5.0,,277.7,210.2,56.4,1.0,70.0,0.0,14.3,0.0,0.0,0.0,0.0,0,7,0.1111111111111111,1
2024,CAB0028,Intra-Asia,carrier,10.0,9.0,3158.0,5.0,,277.7,220.2,47.5,1.0,75.0,0.0,15.9,0.0,0.0,0.0,0.0,0,8,0.1,1
2025,CAB0028,Intra-Asia,carrier,11.0,9.0,3158.0,5.0,,277.7,258.0,24.8,1.0,77.0,0.0,17.5,0.0,0.0,0.0,0.0,0,9,0.09090909090909091,1
2015,CAB0029,Intra-Asia,consortium,17.0,4.0,6063.0,8.0,,32.0,32.0,50.1,1.0,53.0,0.0,27.0,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0029,Intra-Asia,consortium,18.0,4.0,6063.0,8.0,,32.0,32.0,47.8,1.0,59.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0029,Intra-Asia,consortium,19.0,4.0,6063.0,8.0,,32.0,32.0,62.8,1.0,60.0,0.0,30.2,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0029,Intra-Asia,consortium,20.0,4.0,6063.0,8.0,,32.0,32.0,78.8,1.0,62.0,0.0,31.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0029,Intra-Asia,consortium,21.0,4.0,6063.0,8.0,,32.0,32.0,46.6,1.0,64.0,0.0,33.3,0.0,1.0,0.0,0.0,1,99,0.0,1
2020,CAB0029,Intra-Asia,consortium,22.0,4.0,6063.0,8.0,,32.0,32.0,86.8,1.0,66.0,0.0,34.9,1.0,0.0,0.0,1.0,0,0,0.16666666666666666,1
2021,CAB0029,Intra-Asia,consortium,23.0,4.0,6063.0,8.0,,32.0,32.0,97.6,1.0,69.0,0.0,36.5,0.0,1.0,1.0,1.0,0,1,0.14285714285714285,1
2022,CAB0029,Intra-Asia,consortium,24.0,4.0,6063.0,8.0,,32.0,32.0,84.5,1.0,70.0,0.0,38.1,1.0,1.0,0.0,2.0,0,0,0.25,1
2023,CAB0029,Intra-Asia,consortium,25.0,4.0,6063.0,8.0,,32.0,32.0,100.0,1.0,70.0,0.0,39.7,1.0,0.0,1.0,2.0,0,0,0.3333333333333333,1
2024,CAB0029,Intra-Asia,consortium,26.0,4.0,6063.0,8.0,,32.0,32.0,83.5,1.0,75.0,0.0,41.3,0.0,0.0,1.0,2.0,0,1,0.3,1
2025,CAB0029,Intra-Asia,consortium,27.0,4.0,6063.0,8.0,,32.0,32.0,87.9,1.0,77.0,0.0,42.9,0.0,0.0,0.0,1.0,0,2,0.2727272727272727,1
2015,CAB0030,Intra-Europe,consortium,15.0,5.0,1560.0,5.0,,54.3,54.3,95.6,1.0,41.0,0.0,23.8,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0030,Intra-Europe,consortium,16.0,5.0,1560.0,5.0,,54.3,54.3,88.8,1.0,42.0,0.0,25.4,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0030,Intra-Europe,consortium,17.0,5.0,1560.0,5.0,,54.3,54.3,74.2,1.0,44.0,0.0,27.0,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0030,Intra-Europe,consortium,18.0,5.0,1560.0,5.0,,54.3,54.3,100.0,1.0,45.0,0.0,28.6,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0030,Intra-Europe,consortium,19.0,5.0,1560.0,5.0,,54.3,54.3,58.6,1.0,47.0,0.0,30.2,0.0,1.0,0.0,0.0,1,99,0.0,1
2020,CAB0030,Intra-Europe,consortium,20.0,5.0,1560.0,5.0,,54.3,54.3,53.6,1.0,49.0,0.0,31.7,1.0,0.0,0.0,1.0,0,0,0.16666666666666666,1
2021,CAB0030,Intra-Europe,consortium,21.0,5.0,1560.0,5.0,,54.3,54.3,60.7,1.0,49.0,0.0,33.3,0.0,0.0,1.0,1.0,0,1,0.14285714285714285,1
2022,CAB0030,Intra-Europe,consortium,22.0,5.0,1560.0,5.0,,54.3,54.3,55.1,1.0,52.0,0.0,34.9,0.0,0.0,0.0,1.0,0,2,0.125,1
2023,CAB0030,Intra-Europe,consortium,23.0,5.0,1560.0,5.0,,54.3,54.3,87.0,1.0,53.0,0.0,36.5,0.0,0.0,0.0,0.0,0,3,0.1111111111111111,1
2024,CAB0030,Intra-Europe,consortium,24.0,5.0,1560.0,5.0,,54.3,54.3,100.0,1.0,53.0,0.0,38.1,0.0,0.0,0.0,0.0,0,4,0.1,1
2025,CAB0030,Intra-Europe,consortium,25.0,5.0,1560.0,5.0,,54.3,54.3,100.0,1.0,58.0,0.0,39.7,0.0,0.0,0.0,0.0,0,5,0.09090909090909091,1
2015,CAB0031,Trans-Atlantic,consortium,17.0,9.0,5464.0,6.0,,72.0,72.0,100.0,0.0,33.0,1.0,62.7,0.0,1.0,,0.0,1,99,0.0,0
2016,CAB0031,Trans-Atlantic,consortium,18.0,9.0,5464.0,6.0,,72.0,72.0,81.2,0.0,37.0,1.0,64.3,1.0,0.0,0.0,1.0,0,0,0.5,0
2017,CAB0031,Trans-Atlantic,consortium,19.0,9.0,5464.0,6.0,,72.0,72.0,71.6,0.0,37.0,1.0,65.9,0.0,0.0,1.0,1.0,0,1,0.3333333333333333,0
2018,CAB0031,Trans-Atlantic,consortium,20.0,9.0,5464.0,6.0,,72.0,72.0,56.0,0.0,40.0,0.0,47.6,0.0,0.0,0.0,1.0,0,2,0.25,1
2019,CAB0031,Trans-Atlantic,consortium,21.0,9.0,5464.0,6.0,,72.0,72.0,72.3,0.0,45.0,0.0,49.2,0.0,0.0,0.0,0.0,0,3,0.2,1
2020,CAB0031,Trans-Atlantic,consortium,22.0,9.0,5464.0,6.0,,72.0,72.0,100.0,0.0,48.0,0.0,50.8,0.0,0.0,0.0,0.0,0,4,0.16666666666666666,1
2021,CAB0031,Trans-Atlantic,consortium,23.0,9.0,5464.0,6.0,,72.0,72.0,82.7,0.0,50.0,0.0,52.4,0.0,0.0,0.0,0.0,0,5,0.14285714285714285,1
2022,CAB0031,Trans-Atlantic,consortium,24.0,9.0,5464.0,6.0,,72.0,72.0,90.7,0.0,51.0,0.0,54.0,0.0,0.0,0.0,0.0,0,6,0.125,1
2023,CAB0031,Trans-Atlantic,consortium,25.0,9.0,5464.0,6.0,,72.0,72.0,100.0,0.0,54.0,0.0,55.6,0.0,0.0,0.0,0.0,0,7,0.1111111111111111,1
2024,CAB0031,Trans-Atlantic,consortium,26.0,9.0,5464.0,6.0,,72.0,72.0,100.0,0.0,58.0,0.0,57.1,0.0,0.0,0.0,0.0,0,8,0.1,1
2025,CAB0031,Trans-Atlantic,consortium,27.0,9.0,5464.0,6.0,,72.0,72.0,59.3,0.0,62.0,0.0,58.7,0.0,0.0,0.0,0.0,0,9,0.09090909090909091,1
2015,CAB0032,Trans-Pacific,carrier,2.0,9.0,11479.0,8.0,,264.9,100.1,46.6,0.0,35.0,1.0,38.9,0.0,0.0,,0.0,1,99,0.0,0
2016,CAB0032,Trans-Pacific,carrier,3.0,9.0,11479.0,8.0,,264.9,86.9,37.4,0.0,37.0,1.0,40.5,0.0,0.0,0.0,0.0,1,99,0.0,0
2017,CAB0032,Trans-Pacific,carrier,4.0,9.0,11479.0,8.0,,264.9,128.7,22.8,0.0,38.0,1.0,42.1,0.0,0.0,0.0,0.0,1,99,0.0,0
2018,CAB0032,Trans-Pacific,carrier,5.0,9.0,11479.0,8.0,,264.9,150.4,58.3,0.0,39.0,1.0,43.7,0.0,0.0,0.0,0.0,1,99,0.0,1
2019,CAB0032,Trans-Pacific,carrier,6.0,9.0,11479.0,8.0,,264.9,174.4,33.3,0.0,41.0,0.0,25.4,0.0,1.0,0.0,0.0,1,99,0.0,1
2020,CAB0032,Trans-Pacific,carrier,7.0,9.0,11479.0,8.0,,264.9,159.5,64.1,0.0,42.0,0.0,27.0,1.0,0.0,0.0,1.0,0,0,0.16666666666666666,1
2021,CAB0032,Trans-Pacific,carrier,8.0,9.0,11479.0,8.0,,264.9,227.3,22.3,0.0,43.0,0.0,28.6,0.0,0.0,1.0,1.0,0,1,0.14285714285714285,1
2022,CAB0032,Trans-Pacific,carrier,9.0,9.0,11479.0,8.0,,264.9,188.2,91.2,0.0,45.0,0.0,30.2,0.0,0.0,0.0,1.0,0,2,0.125,1
2023,CAB0032,Trans-Pacific,carrier,10.0,9.0,11479.0,8.0,,264.9,215.1,41.8,0.0,47.0,0.0,31.7,0.0,1.0,0.0,0.0,0,3,0.1111111111111111,1
