year,cable_id,ocean_route,operator_type,rfs_year,age_years,fiber_pairs,length_km,n_landing_countries,chokepoint,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,design_life_years,route_redundancy,is_low_redundancy,vulnerability_index,fault_cause,fault_this_year,fault_next_year
2022,CAB0021,Intra-Pacific-Islands,hyperscaler,2010,12,16,2702.0,5,None,402.3,373.1,71.9,0,25,43,0,34.9,none,0,0.0
2023,CAB0021,Intra-Pacific-Islands,hyperscaler,2010,13,16,2702.0,5,None,402.3,402.3,49.4,0,25,45,0,36.5,none,0,0.0
2024,CAB0021,Intra-Pacific-Islands,hyperscaler,2010,14,16,2702.0,5,None,402.3,402.3,52.8,0,25,48,0,38.1,none,0,1.0
2025,CAB0021,Intra-Pacific-Islands,hyperscaler,2010,15,16,2702.0,5,None,402.3,402.3,92.9,0,25,50,0,39.7,fishing_anchor,1,0.0
2026,CAB0021,Intra-Pacific-Islands,hyperscaler,2010,16,16,2702.0,5,None,402.3,402.3,99.2,0,25,51,0,41.3,none,0,
2015,CAB0022,Intra-Europe,consortium,2013,2,6,1546.0,6,None,176.6,76.5,49.6,0,25,41,0,19.0,none,0,0.0
2016,CAB0022,Intra-Europe,consortium,2013,3,6,1546.0,6,None,176.6,85.1,30.0,0,25,42,0,20.6,none,0,0.0
2017,CAB0022,Intra-Europe,consortium,2013,4,6,1546.0,6,None,176.6,84.1,20.5,0,25,44,0,22.2,none,0,0.0
2018,CAB0022,Intra-Europe,consortium,2013,5,6,1546.0,6,None,176.6,84.2,30.8,0,25,45,0,23.8,none,0,0.0
2019,CAB0022,Intra-Europe,consortium,2013,6,6,1546.0,6,None,176.6,119.7,45.0,0,25,47,0,25.4,none,0,0.0
2020,CAB0022,Intra-Europe,consortium,2013,7,6,1546.0,6,None,176.6,114.0,40.4,0,25,49,0,27.0,none,0,0.0
2021,CAB0022,Intra-Europe,consortium,2013,8,6,1546.0,6,None,176.6,122.2,46.0,0,25,49,0,28.6,none,0,0.0
2022,CAB0022,Intra-Europe,consortium,2013,9,6,1546.0,6,None,176.6,150.8,39.2,0,25,52,0,30.2,none,0,0.0
2023,CAB0022,Intra-Europe,consortium,2013,10,6,1546.0,6,None,176.6,148.8,58.0,0,25,53,0,31.7,none,0,0.0
2024,CAB0022,Intra-Europe,consortium,2013,11,6,1546.0,6,None,176.6,154.7,30.2,0,25,53,0,33.3,none,0,0.0
2025,CAB0022,Intra-Europe,consortium,2013,12,6,1546.0,6,None,176.6,170.9,70.1,0,25,58,0,34.9,none,0,0.0
2026,CAB0022,Intra-Europe,consortium,2013,13,6,1546.0,6,None,176.6,176.6,37.7,0,25,60,0,36.5,none,0,
2015,CAB0023,Intra-Asia,government,2007,8,22,4065.0,6,Malacca,458.9,356.3,69.5,1,25,53,0,40.5,none,0,0.0
2016,CAB0023,Intra-Asia,government,2007,9,22,4065.0,6,Malacca,458.9,372.7,80.7,1,25,59,0,42.1,none,0,1.0
2017,CAB0023,Intra-Asia,government,2007,10,22,4065.0,6,Malacca,458.9,369.8,36.6,1,25,60,0,43.7,fishing_anchor,1,0.0
2018,CAB0023,Intra-Asia,government,2007,11,22,4065.0,6,Malacca,458.9,426.4,93.9,1,25,62,0,45.2,none,0,0.0
2019,CAB0023,Intra-Asia,government,2007,12,22,4065.0,6,Malacca,458.9,457.9,68.4,1,25,64,0,46.8,none,0,0.0
2020,CAB0023,Intra-Asia,government,2007,13,22,4065.0,6,Malacca,458.9,458.9,61.0,1,25,66,0,48.4,none,0,1.0
2021,CAB0023,Intra-Asia,government,2007,14,22,4065.0,6,Malacca,458.9,458.9,77.0,1,25,69,0,50.0,fishing_anchor,1,0.0
2022,CAB0023,Intra-Asia,government,2007,15,22,4065.0,6,Malacca,458.9,458.9,78.0,1,25,70,0,51.6,none,0,0.0
2023,CAB0023,Intra-Asia,government,2007,16,22,4065.0,6,Malacca,458.9,458.9,44.3,1,25,70,0,53.2,none,0,0.0
2024,CAB0023,Intra-Asia,government,2007,17,22,4065.0,6,Malacca,458.9,458.9,69.6,1,25,75,0,54.8,none,0,0.0
2025,CAB0023,Intra-Asia,government,2007,18,22,4065.0,6,Malacca,458.9,458.9,81.9,1,25,77,0,56.3,none,0,0.0
2026,CAB0023,Intra-Asia,government,2007,19,22,4065.0,6,Malacca,458.9,458.9,54.8,1,25,77,0,57.9,none,0,
2015,CAB0024,Intra-Pacific-Islands,consortium,2000,15,4,1599.0,5,None,43.4,43.4,42.0,1,25,28,1,43.7,none,0,0.0
2016,CAB0024,Intra-Pacific-Islands,consortium,2000,16,4,1599.0,5,None,43.4,43.4,77.3,1,25,29,1,45.2,none,0,0.0
2017,CAB0024,Intra-Pacific-Islands,consortium,2000,17,4,1599.0,5,None,43.4,43.4,100.0,1,25,29,1,46.8,none,0,0.0
2018,CAB0024,Intra-Pacific-Islands,consortium,2000,18,4,1599.0,5,None,43.4,43.4,79.6,1,25,30,1,48.4,none,0,0.0
2019,CAB0024,Intra-Pacific-Islands,consortium,2000,19,4,1599.0,5,None,43.4,43.4,94.7,1,25,35,1,50.0,none,0,0.0
2020,CAB0024,Intra-Pacific-Islands,consortium,2000,20,4,1599.0,5,None,43.4,43.4,100.0,1,25,40,0,31.7,none,0,0.0
2021,CAB0024,Intra-Pacific-Islands,consortium,2000,21,4,1599.0,5,None,43.4,43.4,100.0,1,25,41,0,33.3,none,0,1.0
2022,CAB0024,Intra-Pacific-Islands,consortium,2000,22,4,1599.0,5,None,43.4,43.4,62.3,1,25,43,0,34.9,fishing_anchor,1,0.0
2023,CAB0024,Intra-Pacific-Islands,consortium,2000,23,4,1599.0,5,None,43.4,43.4,100.0,1,25,45,0,36.5,none,0,0.0
2024,CAB0024,Intra-Pacific-Islands,consortium,2000,24,4,1599.0,5,None,43.4,43.4,78.0,1,25,48,0,38.1,none,0,1.0
2025,CAB0024,Intra-Pacific-Islands,consortium,2000,25,4,1599.0,5,None,43.4,43.4,75.5,1,25,50,0,39.7,fishing_anchor,1,0.0
2026,CAB0024,Intra-Pacific-Islands,consortium,2000,26,4,1599.0,5,None,43.4,43.4,71.8,1,25,51,0,41.3,none,0,
2015,CAB0025,Trans-Atlantic,consortium,2000,15,8,5172.0,4,None,86.9,86.9,65.8,0,25,33,1,59.5,none,0,0.0
2016,CAB0025,Trans-Atlantic,consortium,2000,16,8,5172.0,4,None,86.9,86.9,77.5,0,25,37,1,61.1,none,0,0.0
2017,CAB0025,Trans-Atlantic,consortium,2000,17,8,5172.0,4,None,86.9,86.9,60.1,0,25,37,1,62.7,none,0,0.0
2018,CAB0025,Trans-Atlantic,consortium,2000,18,8,5172.0,4,None,86.9,86.9,78.2,0,25,40,0,44.4,none,0,1.0
2019,CAB0025,Trans-Atlantic,consortium,2000,19,8,5172.0,4,None,86.9,86.9,100.0,0,25,45,0,46.0,fishing_anchor,1,0.0
2020,CAB0025,Trans-Atlantic,consortium,2000,20,8,5172.0,4,None,86.9,86.9,74.3,0,25,48,0,47.6,none,0,0.0
2021,CAB0025,Trans-Atlantic,consortium,2000,21,8,5172.0,4,None,86.9,86.9,67.1,0,25,50,0,49.2,none,0,0.0
2022,CAB0025,Trans-Atlantic,consortium,2000,22,8,5172.0,4,None,86.9,86.9,88.7,0,25,51,0,50.8,none,0,1.0
2023,CAB0025,Trans-Atlantic,consortium,2000,23,8,5172.0,4,None,86.9,86.9,100.0,0,25,54,0,52.4,fishing_anchor,1,0.0
2024,CAB0025,Trans-Atlantic,consortium,2000,24,8,5172.0,4,None,86.9,86.9,64.8,0,25,58,0,54.0,none,0,0.0
2025,CAB0025,Trans-Atlantic,consortium,2000,25,8,5172.0,4,None,86.9,86.9,94.5,0,25,62,0,55.6,none,0,
2022,CAB0026,Intra-Europe,hyperscaler,2022,0,5,1306.0,4,None,211.4,72.3,29.5,0,25,52,0,15.9,none,0,0.0
2023,CAB0026,Intra-Europe,hyperscaler,2022,1,5,1306.0,4,None,211.4,65.5,73.0,0,25,53,0,17.5,none,0,0.0
2024,CAB0026,Intra-Europe,hyperscaler,2022,2,5,1306.0,4,None,211.4,62.4,59.1,0,25,53,0,19.0,none,0,0.0
2025,CAB0026,Intra-Europe,hyperscaler,2022,3,5,1306.0,4,None,211.4,84.7,57.5,0,25,58,0,20.6,none,0,0.0
2026,CAB0026,Intra-Europe,hyperscaler,2022,4,5,1306.0,4,None,211.4,107.1,75.3,0,25,60,0,22.2,none,0,
2015,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,0,4,917.0,8,None,129.1,43.6,26.0,1,25,28,1,19.8,none,0,0.0
2016,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,1,4,917.0,8,None,129.1,42.5,55.4,1,25,29,1,21.4,none,0,0.0
2017,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,2,4,917.0,8,None,129.1,37.4,44.2,1,25,29,1,23.0,none,0,0.0
2018,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,3,4,917.0,8,None,129.1,57.4,11.4,1,25,30,1,24.6,none,0,0.0
2019,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,4,4,917.0,8,None,129.1,67.5,41.7,1,25,35,1,26.2,none,0,0.0
2020,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,5,4,917.0,8,None,129.1,70.1,61.4,1,25,40,0,7.9,none,0,0.0
2021,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,6,4,917.0,8,None,129.1,84.0,98.0,1,25,41,0,9.5,none,0,0.0
2022,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,7,4,917.0,8,None,129.1,88.9,65.9,1,25,43,0,11.1,none,0,0.0
2023,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,8,4,917.0,8,None,129.1,94.0,22.5,1,25,45,0,12.7,none,0,0.0
2024,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,9,4,917.0,8,None,129.1,96.6,67.4,1,25,48,0,14.3,none,0,0.0
2025,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,10,4,917.0,8,None,129.1,109.4,74.1,1,25,50,0,15.9,none,0,0.0
2026,CAB0027,Intra-Pacific-Islands,hyperscaler,2015,11,4,917.0,8,None,129.1,125.0,49.1,1,25,51,0,17.5,none,0,
2015,CAB0028,Intra-Asia,carrier,2014,1,9,3158.0,5,None,277.7,85.0,44.3,1,25,53,0,1.6,none,0,1.0
2016,CAB0028,Intra-Asia,carrier,2014,2,9,3158.0,5,None,277.7,90.8,18.5,1,25,59,0,3.2,natural_hazard,1,0.0
2017,CAB0028,Intra-Asia,carrier,2014,3,9,3158.0,5,None,277.7,133.0,34.3,1,25,60,0,4.8,none,0,0.0
2018,CAB0028,Intra-Asia,carrier,2014,4,9,3158.0,5,None,277.7,151.0,62.0,1,25,62,0,6.3,none,0,0.0
2019,CAB0028,Intra-Asia,carrier,2014,5,9,3158.0,5,None,277.7,181.6,57.2,1,25,64,0,7.9,none,0,0.0
2020,CAB0028,Intra-Asia,carrier,2014,6,9,3158.0,5,None,277.7,167.8,53.9,1,25,66,0,9.5,none,0,0.0
2021,CAB0028,Intra-Asia,carrier,2014,7,9,3158.0,5,None,277.7,192.0,22.9,1,25,69,0,11.1,none,0,0.0
2022,CAB0028,Intra-Asia,carrier,2014,8,9,3158.0,5,None,277.7,208.8,82.0,1,25,70,0,12.7,none,0,0.0
2023,CAB0028,Intra-Asia,carrier,2014,9,9,3158.0,5,None,277.7,210.2,56.4,1,25,70,0,14.3,none,0,0.0
2024,CAB0028,Intra-Asia,carrier,2014,10,9,3158.0,5,None,277.7,220.2,47.5,1,25,75,0,15.9,none,0,0.0
2025,CAB0028,Intra-Asia,carrier,2014,11,9,3158.0,5,None,277.7,258.0,24.8,1,25,77,0,17.5,none,0,0.0
2026,CAB0028,Intra-Asia,carrier,2014,12,9,3158.0,5,None,277.7,277.5,30.7,1,25,77,0,19.0,none,0,
2015,CAB0029,Intra-Asia,consortium,1998,17,4,6063.0,8,None,32.0,32.0,50.1,1,25,53,0,27.0,none,0,0.0
2016,CAB0029,Intra-Asia,consortium,1998,18,4,6063.0,8,None,32.0,32.0,47.8,1,25,59,0,28.6,none,0,0.0
2017,CAB0029,Intra-Asia,consortium,1998,19,4,6063.0,8,None,32.0,32.0,62.8,1,25,60,0,30.2,none,0,0.0
2018,CAB0029,Intra-Asia,consortium,1998,20,4,6063.0,8,None,32.0,32.0,78.8,1,25,62,0,31.7,none,0,0.0
2019,CAB0029,Intra-Asia,consortium,1998,21,4,6063.0,8,None,32.0,32.0,46.6,1,25,64,0,33.3,none,0,1.0
2020,CAB0029,Intra-Asia,consortium,1998,22,4,6063.0,8,None,32.0,32.0,86.8,1,25,66,0,34.9,fishing_anchor,1,0.0
2021,CAB0029,Intra-Asia,consortium,1998,23,4,6063.0,8,None,32.0,32.0,97.6,1,25,69,0,36.5,none,0,1.0
2022,CAB0029,Intra-Asia,consortium,1998,24,4,6063.0,8,None,32.0,32.0,84.5,1,25,70,0,38.1,equipment,1,1.0
2023,CAB0029,Intra-Asia,consortium,1998,25,4,6063.0,8,None,32.0,32.0,100.0,1,25,70,0,39.7,natural_hazard,1,0.0
2024,CAB0029,Intra-Asia,consortium,1998,26,4,6063.0,8,None,32.0,32.0,83.5,1,25,75,0,41.3,none,0,0.0
2025,CAB0029,Intra-Asia,consortium,1998,27,4,6063.0,8,None,32.0,32.0,87.9,1,25,77,0,42.9,none,0,0.0
2026,CAB0029,Intra-Asia,consortium,1998,28,4,6063.0,8,None,32.0,32.0,94.7,1,25,77,0,44.4,none,0,
2015,CAB0030,Intra-Europe,consortium,2000,15,5,1560.0,5,None,54.3,54.3,95.6,1,25,41,0,23.8,none,0,0.0
2016,CAB0030,Intra-Europe,consortium,2000,16,5,1560.0,5,None,54.3,54.3,88.8,1,25,42,0,25.4,none,0,0.0
2017,CAB0030,Intra-Europe,consortium,2000,17,5,1560.0,5,None,54.3,54.3,74.2,1,25,44,0,27.0,none,0,0.0
2018,CAB0030,Intra-Europe,consortium,2000,18,5,1560.0,5,None,54.3,54.3,100.0,1,25,45,0,28.6,none,0,0.0
2019,CAB0030,Intra-Europe,consortium,2000,19,5,1560.0,5,None,54.3,54.3,58.6,1,25,47,0,30.2,none,0,1.0
2020,CAB0030,Intra-Europe,consortium,2000,20,5,1560.0,5,None,54.3,54.3,53.6,1,25,49,0,31.7,fishing_anchor,1,0.0
2021,CAB0030,Intra-Europe,consortium,2000,21,5,1560.0,5,None,54.3,54.3,60.7,1,25,49,0,33.3,none,0,0.0
2022,CAB0030,Intra-Europe,consortium,2000,22,5,1560.0,5,None,54.3,54.3,55.1,1,25,52,0,34.9,none,0,0.0
2023,CAB0030,Intra-Europe,consortium,2000,23,5,1560.0,5,None,54.3,54.3,87.0,1,25,53,0,36.5,none,0,0.0
2024,CAB0030,Intra-Europe,consortium,2000,24,5,1560.0,5,None,54.3,54.3,100.0,1,25,53,0,38.1,none,0,0.0
2025,CAB0030,Intra-Europe,consortium,2000,25,5,1560.0,5,None,54.3,54.3,100.0,1,25,58,0,39.7,none,0,0.0
2026,CAB0030,Intra-Europe,consortium,2000,26,5,1560.0,5,None,54.3,54.3,95.7,1,25,60,0,41.3,none,0,
2015,CAB0031,Trans-Atlantic,consortium,1998,17,9,5464.0,6,None,72.0,72.0,100.0,0,25,33,1,62.7,none,0,1.0
2016,CAB0031,Trans-Atlantic,consortium,1998,18,9,5464.0,6,None,72.0,72.0,81.2,0,25,37,1,64.3,fishing_anchor,1,0.0
2017,CAB0031,Trans-Atlantic,consortium,1998,19,9,5464.0,6,None,72.0,72.0,71.6,0,25,37,1,65.9,none,0,0.0
2018,CAB0031,Trans-Atlantic,consortium,1998,20,9,5464.0,6,None,72.0,72.0,56.0,0,25,40,0,47.6,none,0,0.0
2019,CAB0031,Trans-Atlantic,consortium,1998,21,9,5464.0,6,None,72.0,72.0,72.3,0,25,45,0,49.2,none,0,0.0
2020,CAB0031,Trans-Atlantic,consortium,1998,22,9,5464.0,6,None,72.0,72.0,100.0,0,25,48,0,50.8,none,0,0.0
2021,CAB0031,Trans-Atlantic,consortium,1998,23,9,5464.0,6,None,72.0,72.0,82.7,0,25,50,0,52.4,none,0,0.0
2022,CAB0031,Trans-Atlantic,consortium,1998,24,9,5464.0,6,None,72.0,72.0,90.7,0,25,51,0,54.0,none,0,0.0
2023,CAB0031,Trans-Atlantic,consortium,1998,25,9,5464.0,6,None,72.0,72.0,100.0,0,25,54,0,55.6,none,0,0.0
2024,CAB0031,Trans-Atlantic,consortium,1998,26,9,5464.0,6,None,72.0,72.0,100.0,0,25,58,0,57.1,none,0,0.0
2025,CAB0031,Trans-Atlantic,consortium,1998,27,9,5464.0,6,None,72.0,72.0,59.3,0,25,62,0,58.7,none,0,0.0
2026,CAB0031,Trans-Atlantic,consortium,1998,28,9,5464.0,6,None,72.0,72.0,90.9,0,25,63,0,60.3,none,0,
2015,CAB0032,Trans-Pacific,carrier,2013,2,9,11479.0,8,None,264.9,100.1,46.6,0,25,35,1,38.9,none,0,0.0
2016,CAB0032,Trans-Pacific,carrier,2013,3,9,11479.0,8,None,264.9,86.9,37.4,0,25,37,1,40.5,none,0,0.0
2017,CAB0032,Trans-Pacific,carrier,2013,4,9,11479.0,8,None,264.9,128.7,22.8,0,25,38,1,42.1,none,0,0.0
2018,CAB0032,Trans-Pacific,carrier,2013,5,9,11479.0,8,None,264.9,150.4,58.3,0,25,39,1,43.7,none,0,0.0
2019,CAB0032,Trans-Pacific,carrier,2013,6,9,11479.0,8,None,264.9,174.4,33.3,0,25,41,0,25.4,none,0,1.0
2020,CAB0032,Trans-Pacific,carrier,2013,7,9,11479.0,8,None,264.9,159.5,64.1,0,25,42,0,27.0,suspected_external,1,0.0
2021,CAB0032,Trans-Pacific,carrier,2013,8,9,11479.0,8,None,264.9,227.3,22.3,0,25,43,0,28.6,none,0,0.0
2022,CAB0032,Trans-Pacific,carrier,2013,9,9,11479.0,8,None,264.9,188.2,91.2,0,25,45,0,30.2,none,0,0.0
2023,CAB0032,Trans-Pacific,carrier,2013,10,9,11479.0,8,None,264.9,215.1,41.8,0,25,47,0,31.7,none,0,1.0
2024,CAB0032,Trans-Pacific,carrier,2013,11,9,11479.0,8,None,264.9,233.8,79.7,0,25,49,0,33.3,fishing_anchor,1,0.0
2025,CAB0032,Trans-Pacific,carrier,2013,12,9,11479.0,8,None,264.9,264.9,47.9,0,25,50,0,34.9,none,0,0.0
2026,CAB0032,Trans-Pacific,carrier,2013,13,9,11479.0,8,None,264.9,264.9,58.2,0,25,48,0,36.5,none,0,
2015,CAB0033,Americas,consortium,1999,16,7,4997.0,4,None,66.0,66.0,70.1,1,25,28,1,45.2,none,0,0.0
2016,CAB0033,Americas,consortium,1999,17,7,4997.0,4,None,66.0,66.0,78.1,1,25,29,1,46.8,none,0,1.0
2017,CAB0033,Americas,consortium,1999,18,7,4997.0,4,None,66.0,66.0,65.3,1,25,29,1,48.4,fishing_anchor,1,0.0
2018,CAB0033,Americas,consortium,1999,19,7,4997.0,4,None,66.0,66.0,44.8,1,25,31,1,50.0,none,0,0.0
2019,CAB0033,Americas,consortium,1999,20,7,4997.0,4,None,66.0,66.0,100.0,1,25,32,1,51.6,none,0,1.0
2020,CAB0033,Americas,consortium,1999,21,7,4997.0,4,None,66.0,66.0,47.0,1,25,33,1,53.2,fishing_anchor,1,0.0
2021,CAB0033,Americas,consortium,1999,22,7,4997.0,4,None,66.0,66.0,62.7,1,25,37,1,54.8,none,0,1.0
2022,CAB0033,Americas,consortium,1999,23,7,4997.0,4,None,66.0,66.0,74.5,1,25,37,1,56.3,fishing_anchor,1,1.0
2023,CAB0033,Americas,consortium,1999,24,7,4997.0,4,None,66.0,66.0,79.1,1,25,37,1,57.9,fishing_anchor,1,1.0
2024,CAB0033,Americas,consortium,1999,25,7,4997.0,4,None,66.0,66.0,92.0,1,25,39,1,59.5,fishing_anchor,1,1.0
2025,CAB0033,Americas,consortium,1999,26,7,4997.0,4,None,66.0,66.0,64.8,1,25,39,1,61.1,fishing_anchor,1,0.0
2026,CAB0033,Americas,consortium,1999,27,7,4997.0,4,None,66.0,66.0,79.0,1,25,40,0,42.9,none,0,
2015,CAB0034,Intra-Asia,hyperscaler,2007,8,22,3485.0,9,None,458.9,301.7,35.7,0,25,53,0,28.6,none,0,0.0
2016,CAB0034,Intra-Asia,hyperscaler,2007,9,22,3485.0,9,None,458.9,357.0,43.0,0,25,59,0,30.2,none,0,0.0
2017,CAB0034,Intra-Asia,hyperscaler,2007,10,22,3485.0,9,None,458.9,370.3,51.2,0,25,60,0,31.7,none,0,0.0
2018,CAB0034,Intra-Asia,hyperscaler,2007,11,22,3485.0,9,None,458.9,397.2,31.5,0,25,62,0,33.3,none,0,0.0
2019,CAB0034,Intra-Asia,hyperscaler,2007,12,22,3485.0,9,None,458.9,420.1,45.2,0,25,64,0,34.9,none,0,0.0
2020,CAB0034,Intra-Asia,hyperscaler,2007,13,22,3485.0,9,None,458.9,458.9,48.0,0,25,66,0,36.5,none,0,0.0
2021,CAB0034,Intra-Asia,hyperscaler,2007,14,22,3485.0,9,None,458.9,458.9,63.5,0,25,69,0,38.1,none,0,0.0
2022,CAB0034,Intra-Asia,hyperscaler,2007,15,22,3485.0,9,None,458.9,458.9,59.8,0,25,70,0,39.7,none,0,0.0
2023,CAB0034,Intra-Asia,hyperscaler,2007,16,22,3485.0,9,None,458.9,458.9,41.7,0,25,70,0,41.3,none,0,1.0
2024,CAB0034,Intra-Asia,hyperscaler,2007,17,22,3485.0,9,None,458.9,458.9,100.0,0,25,75,0,42.9,fishing_anchor,1,1.0
2025,CAB0034,Intra-Asia,hyperscaler,2007,18,22,3485.0,9,None,458.9,458.9,72.2,0,25,77,0,44.4,suspected_external,1,0.0
2026,CAB0034,Intra-Asia,hyperscaler,2007,19,22,3485.0,9,None,458.9,458.9,60.9,0,25,77,0,46.0,none,0,
2015,CAB0035,Indian-Ocean,carrier,1998,17,21,10679.0,7,None,168.0,168.0,86.1,0,25,31,1,62.7,none,0,0.0
2016,CAB0035,Indian-Ocean,carrier,1998,18,21,10679.0,7,None,168.0,168.0,100.0,0,25,33,1,64.3,none,0,1.0
2017,CAB0035,Indian-Ocean,carrier,1998,19,21,10679.0,7,None,168.0,168.0,77.8,0,25,33,1,65.9,fishing_anchor,1,0.0
2018,CAB0035,Indian-Ocean,carrier,1998,20,21,10679.0,7,None,168.0,168.0,78.4,0,25,35,1,67.5,none,0,1.0
2019,CAB0035,Indian-Ocean,carrier,1998,21,21,10679.0,7,None,168.0,168.0,100.0,0,25,35,1,69.0,fishing_anchor,1,1.0
2020,CAB0035,Indian-Ocean,carrier,1998,22,21,10679.0,7,None,168.0,168.0,96.0,0,25,36,1,70.6,fishing_anchor,1,0.0
2021,CAB0035,Indian-Ocean,carrier,1998,23,21,10679.0,7,None,168.0,168.0,51.4,0,25,39,1,72.2,none,0,0.0
2022,CAB0035,Indian-Ocean,carrier,1998,24,21,10679.0,7,None,168.0,168.0,80.8,0,25,39,1,73.8,none,0,0.0
2023,CAB0035,Indian-Ocean,carrier,1998,25,21,10679.0,7,None,168.0,168.0,94.8,0,25,40,0,55.6,none,0,1.0
2024,CAB0035,Indian-Ocean,carrier,1998,26,21,10679.0,7,None,168.0,168.0,100.0,0,25,41,0,57.1,equipment,1,0.0
2026,CAB0035,Indian-Ocean,carrier,1998,28,21,10679.0,7,None,168.0,168.0,74.9,0,25,43,0,60.3,none,0,
2025,CAB0036,Intra-Europe,carrier,2025,0,12,767.0,4,None,558.9,114.3,61.1,1,25,58,0,0.0,none,0,0.0
2026,CAB0036,Intra-Europe,carrier,2025,1,12,767.0,4,None,558.9,195.2,26.3,1,25,60,0,1.6,none,0,
2015,CAB0037,Intra-Europe,hyperscaler,1998,17,2,2867.0,4,None,16.0,16.0,67.4,1,25,41,0,27.0,equipment,1,0.0
2016,CAB0037,Intra-Europe,hyperscaler,1998,18,2,2867.0,4,None,16.0,16.0,99.3,1,25,42,0,28.6,none,0,0.0
2017,CAB0037,Intra-Europe,hyperscaler,1998,19,2,2867.0,4,None,16.0,16.0,90.0,1,25,44,0,30.2,none,0,0.0
2018,CAB0037,Intra-Europe,hyperscaler,1998,20,2,2867.0,4,None,16.0,16.0,100.0,1,25,45,0,31.7,none,0,0.0
2019,CAB0037,Intra-Europe,hyperscaler,1998,21,2,2867.0,4,None,16.0,16.0,92.8,1,25,47,0,33.3,none,0,1.0
2020,CAB0037,Intra-Europe,hyperscaler,1998,22,2,2867.0,4,None,16.0,16.0,100.0,1,25,49,0,34.9,fishing_anchor,1,0.0
2021,CAB0037,Intra-Europe,hyperscaler,1998,23,2,2867.0,4,None,16.0,16.0,100.0,1,25,49,0,36.5,none,0,0.0
2022,CAB0037,Intra-Europe,hyperscaler,1998,24,2,2867.0,4,None,16.0,16.0,58.7,1,25,52,0,38.1,none,0,0.0
2023,CAB0037,Intra-Europe,hyperscaler,1998,25,2,2867.0,4,None,16.0,16.0,93.4,1,25,53,0,39.7,none,0,1.0
2025,CAB0037,Intra-Europe,hyperscaler,1998,27,2,2867.0,4,None,16.0,16.0,97.3,1,25,58,0,42.9,natural_hazard,1,
2021,CAB0038,Trans-Pacific,hyperscaler,2021,0,34,14212.0,5,None,1389.1,290.8,41.6,0,25,43,0,15.9,none,0,0.0
2022,CAB0038,Trans-Pacific,hyperscaler,2021,1,34,14212.0,5,None,1389.1,470.0,51.0,0,25,45,0,17.5,none,0,0.0
2023,CAB0038,Trans-Pacific,hyperscaler,2021,2,34,14212.0,5,None,1389.1,464.6,16.7,0,25,47,0,19.0,none,0,0.0
2024,CAB0038,Trans-Pacific,hyperscaler,2021,3,34,14212.0,5,None,1389.1,638.6,50.0,0,25,49,0,20.6,none,0,1.0
2025,CAB0038,Trans-Pacific,hyperscaler,2021,4,34,14212.0,5,None,1389.1,659.5,42.5,0,25,50,0,22.2,fishing_anchor,1,0.0
2026,CAB0038,Trans-Pacific,hyperscaler,2021,5,34,14212.0,5,None,1389.1,653.7,36.2,0,25,48,0,23.8,none,0,
2021,CAB0039,Americas,consortium,2021,0,34,2280.0,3,None,1389.1,150.2,55.3,1,25,37,1,19.8,none,0,0.0
2022,CAB0039,Americas,consortium,2021,1,34,2280.0,3,None,1389.1,432.6,14.5,1,25,37,1,21.4,none,0,0.0
2023,CAB0039,Americas,consortium,2021,2,34,2280.0,3,None,1389.1,502.1,42.9,1,25,37,1,23.0,none,0,0.0
2024,CAB0039,Americas,consortium,2021,3,34,2280.0,3,None,1389.1,621.0,33.9,1,25,39,1,24.6,none,0,0.0
2025,CAB0039,Americas,consortium,2021,4,34,2280.0,3,None,1389.1,764.1,45.9,1,25,39,1,26.2,none,0,0.0
2026,CAB0039,Americas,consortium,2021,5,34,2280.0,3,None,1389.1,907.3,30.7,1,25,40,0,7.9,none,0,
2015,CAB0040,Americas,carrier,2002,13,4,8338.0,4,None,54.9,54.8,44.4,1,25,28,1,40.5,equipment,1,0.0
2016,CAB0040,Americas,carrier,2002,14,4,8338.0,4,None,54.9,54.9,42.3,1,25,29,1,42.1,none,0,1.0
2017,CAB0040,Americas,carrier,2002,15,4,8338.0,4,None,54.9,54.9,57.9,1,25,29,1,43.7,natural_hazard,1,0.0
2018,CAB0040,Americas,carrier,2002,16,4,8338.0,4,None,54.9,54.9,54.2,1,25,31,1,45.2,none,0,0.0
2019,CAB0040,Americas,carrier,2002,17,4,8338.0,4,None,54.9,54.9,89.5,1,25,32,1,46.8,none,0,1.0
2020,CAB0040,Americas,carrier,2002,18,4,8338.0,4,None,54.9,54.9,62.1,1,25,33,1,48.4,equipment,1,0.0
2021,CAB0040,Americas,carrier,2002,19,4,8338.0,4,None,54.9,54.9,49.7,1,25,37,1,50.0,none,0,1.0
